the_geom,FireBN,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.89652644236399 40.682403299241614, -73.89646625062909 40.682336422475345, -73.89643010411488 40.6824463593357, -73.89641909073782 40.68247987574119, -73.89636799095423 40.68259975713415, -73.89635898903512 40.68262086673382, -73.8962863468764 40.68275838258725, -73.89620169623382 40.68289148275464, -73.89599727316113 40.683196878777345, -73.89577945503007 40.6834971833581, -73.895614765645 40.68370742156871, -73.89554859438628 40.683791892315604, -73.89530504882751 40.68408052006713, -73.89504926903314 40.68436259853648, -73.89491067454153 40.68450848633368, -73.8941746326718 40.68528324817061, -73.89414255551809 40.68524714627239, -73.89404098783193 40.685132835103055, -73.89398568665801 40.685070594710396, -73.89344031315676 40.68445679003225, -73.8927414244319 40.68367018566325, -73.89258303102321 40.6834919108872, -73.89166010659268 40.68404417790938, -73.89063086789984 40.68470017855065, -73.8901541873892 40.685003989805146, -73.8896278757877 40.68423645425294, -73.88908895286676 40.684640553001195, -73.88829811172322 40.68515419321342, -73.88808341842545 40.68529363217109, -73.88816501267188 40.68550114227041, -73.88684329150168 40.68613587233089, -73.88563754984096 40.68670709895224, -73.885622460275 40.68671297464414, -73.8856089306301 40.686720745944804, -73.88559736756316 40.68673017927471, -73.8855881186227 40.68674099109909, -73.88558146180267 40.686752856450035, -73.88557759718668 40.68676541869395, -73.88557664093413 40.686778300250694, -73.88557862178851 40.68679111394234, -73.88558348021341 40.68680347463069, -73.88568398687187 40.6870864530151, -73.88377698583253 40.6878634111843, -73.88226665508793 40.689038551150865, -73.88117469031516 40.68987258783456, -73.88082408345281 40.689417920540826, -73.87907479610477 40.68688805532532, -73.87874857578517 40.68556011003559, -73.87866074505138 40.68520712401714, -73.87836266092151 40.684009016713695, -73.87793640157705 40.68228388062291, -73.8778665982589 40.68203867722588, -73.87763938847874 40.681115931148035, -73.87740498718321 40.68009994560495, -73.87742686156626 40.68001443724356, -73.87744804661797 40.67993099995962, -73.87681751225598 40.67729777869234, -73.87650905283672 40.676054700309244, -73.87619215784365 40.6747873517675, -73.87711709251698 40.67465472542882, -73.8780359373261 40.67451931127317, -73.87895987587902 40.674384065851, -73.87988260293072 40.67425552056972, -73.88080279364996 40.67412176938323, -73.88170860285729 40.67399166089427, -73.88258459284592 40.673861884916704, -73.88339803114647 40.673740484981764, -73.88421430202101 40.67362087452895, -73.8850274967161 40.67350013813572, -73.88584142127833 40.67337972172433, -73.8867279228309 40.673248500481066, -73.88761291910991 40.67311718214816, -73.88851530265934 40.67298274862501, -73.88941839371564 40.67284764160926, -73.89031577238852 40.67271696322583, -73.89067898411213 40.67266238103692, -73.89087884849793 40.672632345217316, -73.89092843349027 40.67262489351838, -73.89097235350403 40.67261829283257, -73.8910197063825 40.672611176045216, -73.8910714915244 40.6726033936582, -73.89121658546358 40.672581587461316, -73.8918310921008 40.67249168803289, -73.89187064588673 40.67248590194313, -73.89190961821136 40.67248019972757, -73.89194758255282 40.67247464598707, -73.89198465181731 40.67246922189797, -73.89203097465261 40.672462704315045, -73.89212328108925 40.67244894019617, -73.89246068645181 40.67239880101155, -73.89254729911185 40.67238592985016, -73.89285521045953 40.67234017229895, -73.89293680642639 40.672328045524736, -73.8930280120057 40.67231449157851, -73.89395535959086 40.672176409445356, -73.8948611094978 40.67204351407544, -73.89586724922012 40.671892845513675, -73.89684010548837 40.67174900025951, -73.8977452067594 40.67161543327264, -73.89866446431598 40.67147917845695, -73.89958604102064 40.67134095640167, -73.89926204726882 40.67007363859351, -73.89894086255279 40.66881904521969, -73.89884366641787 40.66843551198811, -73.8988323811176 40.668390981161544, -73.89876201543234 40.66811331680393, -73.89874264581402 40.66803688285853, -73.89871669651957 40.66793448632567, -73.89869994926228 40.66786840037284, -73.89865529925684 40.66769220768001, -73.89864445860933 40.66764943174357, -73.8985514881073 40.66728255673096, -73.89852554704869 40.66718135094182, -73.89849906781411 40.6670780458795, -73.89845748110052 40.66691579597077, -73.89843394265775 40.66682396178521, -73.89841735820292 40.66675925769708, -73.89839355960393 40.66666640872192, -73.8983698113756 40.66657375529051, -73.89835751046894 40.666525766736065, -73.8982396973618 40.6660661190683, -73.89822743535606 40.66601827979882, -73.89819203976487 40.66588018006362, -73.89817739066422 40.665823024617595, -73.89815789837266 40.66574697307735, -73.89775815655808 40.664201062584844, -73.89736883708015 40.662672934774356, -73.89697554082622 40.66113525721401, -73.89674045724888 40.660216221457475, -73.89759944256625 40.65983318934098, -73.89845653590407 40.65945110253432, -73.8992176082817 40.6591114041926, -73.89931652831397 40.659067390867854, -73.89956558976087 40.65895657561072, -73.8999697076348 40.65877377236569, -73.90018687502295 40.658675534182414, -73.90026508045408 40.65905091039959, -73.9011858994076 40.658914457153, -73.90210649169042 40.65877653784271, -73.90302753781519 40.65864067348519, -73.90399213064951 40.65849724707155, -73.90495922788517 40.65835329161628, -73.90587822731452 40.65821801522733, -73.90679490642349 40.6580836481738, -73.9072998203412 40.65800825957824, -73.90773679951846 40.65794301776695, -73.90867470307406 40.65780250229431, -73.90959512083357 40.65766585460001, -73.91054874458773 40.657525102835876, -73.9115037858348 40.657382181970554, -73.91242300694154 40.65724704176938, -73.91334330562037 40.65710859975505, -73.91402878079336 40.65700370908448, -73.91441247690497 40.657362419291054, -73.91556629612182 40.65839257171828, -73.91572803769873 40.65855012827679, -73.91707363502475 40.65974535396337, -73.91741819217575 40.66005119159828, -73.91818493038377 40.6607262089151, -73.91829936279647 40.66116125790161, -73.91870267616996 40.662694546844136, -73.91871503393658 40.66274268857229, -73.91889863060237 40.66345819720254, -73.9190105601276 40.663894360648534, -73.9190281080217 40.66396274438413, -73.91906340384303 40.664100283788045, -73.91907205128344 40.664133977082635, -73.91909681536983 40.664230484460106, -73.91913672163649 40.66435314103975, -73.91923329788065 40.664649978282704, -73.91941354347021 40.66577919871239, -73.91943716677537 40.66587155402128, -73.91973263603724 40.66702641165049, -73.91974832931626 40.667088710344345, -73.91975827125547 40.66712817682248, -73.9197667075916 40.66716166736372, -73.91977704194511 40.66720268810316, -73.91978600579138 40.66723827277535, -73.91979616149011 40.66727858524732, -73.91980402395154 40.66730979666942, -73.91981666801968 40.66735998882654, -73.91982690542692 40.667400628534295, -73.91983945056064 40.6674504237456, -73.91984923889419 40.6674892779598, -73.91988831284928 40.66764438515945, -73.91992939232023 40.66780745249036, -73.91993886938364 40.66784506911694, -73.91995183356984 40.66789653284845, -73.91996073804395 40.66793187974045, -73.91997136759333 40.6679740695066, -73.9199824633411 40.66801811547068, -73.91999260351518 40.66805836207213, -73.92000524786914 40.6681085525288, -73.92001803128421 40.668159299775866, -73.92002991868816 40.66820648307844, -73.9200475399336 40.66827642954162, -73.92014864255412 40.66822948387538, -73.92101988847263 40.66785269756697, -73.92187171180454 40.66748069097041, -73.92221564083378 40.66733344646867, -73.92275257220436 40.667097332962115, -73.92272714175243 40.667365056426426, -73.92265529979278 40.66812711501359, -73.92263210700678 40.66837321106417, -73.92261354322443 40.66856410724221, -73.92254432235555 40.66927581069471, -73.9224669682933 40.670116930255794, -73.92245355442307 40.67026114885387, -73.92238401788495 40.671008763473324, -73.92229950301105 40.67190026210041, -73.9222144432103 40.67279163355226, -73.92213153379178 40.67368388950966, -73.92204843320636 40.67457439719808, -73.92197495287213 40.675348547772366, -73.92190090455779 40.67613162104405, -73.92183232561919 40.676849042261686, -73.92182360949838 40.67693835796993, -73.92181539031648 40.67701838995928, -73.92171159945374 40.67811571394572, -73.92164748131954 40.678870547032666, -73.9190508384107 40.678728474489986, -73.91796830613764 40.678669021815885, -73.9172027073636 40.678626815481756, -73.91630119795475 40.6785771124336, -73.91639300075401 40.67890584888104, -73.91653998655795 40.679637497352516, -73.91668638370811 40.680371378789516, -73.91676207376149 40.68075559994041, -73.91683011417055 40.681100981229555, -73.91697632824899 40.681834159418, -73.91712138528143 40.682568471686565, -73.91726632590624 40.683303224552795, -73.91741294270068 40.68403405152247, -73.91755763291395 40.68476719192121, -73.9176263055923 40.68511814934073, -73.91763742515002 40.685174976305916, -73.91764776508694 40.685227822757845, -73.91765638722524 40.68527188316555, -73.91770109386951 40.685500358664655, -73.91776547588543 40.68581854081241, -73.91778426812648 40.68591141211646, -73.9178353117744 40.68616366960053, -73.91784937410198 40.686233167411444, -73.91789200318269 40.68644915917849, -73.91791548411955 40.686565936301854, -73.91799890633425 40.686965779610404, -73.91804606958546 40.687213247268375, -73.91768113918805 40.68700409429882, -73.91755226067554 40.68693022304936, -73.91679832884886 40.68649719987188, -73.91661032032303 40.68639135218913, -73.91604599329078 40.686072069470654, -73.91550033887984 40.68576152402745, -73.91528963450075 40.68564553699481, -73.91470083314591 40.68531694473741, -73.91453972355868 40.68522691797699, -73.91379700171056 40.68479987178354, -73.91330728044858 40.68452085782113, -73.91303721372338 40.68436780968268, -73.91227301214931 40.683934964689456, -73.91151192885401 40.68350499008791, -73.91076954357509 40.68309270127181, -73.91002460929332 40.682657371089384, -73.9092746288254 40.68223432358254, -73.90905526962077 40.682105574744824, -73.90886025487482 40.68199403596236, -73.90851642314125 40.68180394332252, -73.90777158725628 40.68137784657351, -73.90637531960934 40.68280153997617, -73.9057869968471 40.68339719167086, -73.9060436916155 40.684334773025654, -73.90590850012346 40.684743046423414, -73.90589257476272 40.68510590500555, -73.90585382902557 40.68546860987377, -73.90579228986294 40.68582989083293, -73.90570811137228 40.68618852301111, -73.90560165035274 40.68654328319771, -73.90547335823503 40.68689296516866, -73.90541042142897 40.687082642641535, -73.9053389631967 40.68727056268498, -73.90525906779281 40.687456503538975, -73.90517082943067 40.687640245777224, -73.90507435217162 40.68782157256621, -73.90496974980238 40.68800026992118, -73.90485714570109 40.68817612695865, -73.904736672692 40.68834893614539, -73.90460847288888 40.68851849354348, -73.90447269752764 40.68868459905096, -73.90428237691948 40.68891214557289, -73.90408426507896 40.68913580606612, -73.9038784988013 40.68935542600677, -73.90366522017435 40.68957085366102, -73.90344457648047 40.689781940190024, -73.90308540547487 40.6901342777507, -73.90155390238843 40.69167985893352, -73.9014395860777 40.691612105262685, -73.9013984066204 40.691589992037805, -73.90188776254891 40.69107772007329, -73.90042465047141 40.68818389837371, -73.90116154994368 40.68787793535505, -73.89652644236399 40.682403299241614)))",44,54392.6083699,86176625.3904
"MULTIPOLYGON (((-73.97507361829558 40.735369628542905, -73.97495992976431 40.73536871900394, -73.97489305141279 40.73537519743293, -73.97482618582268 40.73538167415062, -73.9747490059065 40.73542518850014, -73.97467193127456 40.735398303178606, -73.97444065082591 40.73531677190058, -73.97442616250214 40.73523421968631, -73.974411267141 40.735178246457096, -73.97439063015332 40.73509213343554, -73.97437417880768 40.73503063633932, -73.97435054998002 40.73494231313643, -73.97431559671779 40.7348036776959, -73.97427147926814 40.73463060948401, -73.97425543533943 40.73456688586343, -73.9742119222653 40.734405869445496, -73.97418317348034 40.73430095741925, -73.97416917978879 40.734239712797674, -73.97415110774276 40.734163966165966, -73.97410591648155 40.733993543547406, -73.97406016282396 40.733811072442506, -73.97402174588258 40.73366389393443, -73.97399237089715 40.73355457525885, -73.9739590509578 40.73342116553863, -73.97394321924938 40.73340308886326, -73.97393531290916 40.73336607678385, -73.97390702695188 40.73334971660826, -73.9739013771137 40.73332733730501, -73.97389120382256 40.73330926190453, -73.97386631865598 40.733310976086806, -73.97386292958613 40.7332911823961, -73.97385275193642 40.73328257140106, -73.97384483920955 40.73326536111392, -73.97386520736343 40.7332464280395, -73.97385730036494 40.73321630363857, -73.97384145962643 40.73321974086823, -73.97384937381277 40.73323265510631, -73.9738312684667 40.733245565611725, -73.97380976846561 40.73324899937297, -73.97378375783362 40.73322748171067, -73.97380298847435 40.73321198753983, -73.97378376867152 40.73319993482698, -73.97376452583401 40.73321284338775, -73.97374076899352 40.73320938943967, -73.97372718707749 40.733219714853504, -73.97370795235649 40.73321368520508, -73.97368984982586 40.73321885110607, -73.97367627642129 40.733205933888215, -73.9736943803254 40.73319560901088, -73.97369212859786 40.73317409675265, -73.97371588914251 40.73316979674718, -73.97372607356357 40.733159470559514, -73.97373739762303 40.73314311987497, -73.97375776032706 40.73313968536544, -73.97377813988724 40.733124191460405, -73.9738052975525 40.733120758489534, -73.97381887237896 40.733099248157345, -73.97384036797052 40.733103556295944, -73.97387206240086 40.73309495480681, -73.97386810842276 40.73306568719578, -73.97377030826173 40.73268844617685, -73.97367702799234 40.73231023125139, -73.97399710327505 40.7324364616662, -73.97407674089318 40.73246975038945, -73.97402974089057 40.732299415747555, -73.9738333540843 40.731587676680455, -73.97383218173607 40.73158342475785, -73.9737517752211 40.73144435004266, -73.97363363264336 40.731240034810355, -73.97369715919884 40.73122668457271, -73.97378078968121 40.73120445243325, -73.97393624123502 40.7310259573536, -73.97398845603041 40.73096796258682, -73.9740591920624 40.73086595436594, -73.97428188307839 40.730544723044076, -73.97455405123337 40.73014970006387, -73.9745916565979 40.73009729181441, -73.97463467303399 40.73003764022495, -73.97480271365322 40.72979865387585, -73.97497213588842 40.729557715554414, -73.97526881531918 40.72915667424684, -73.9754405310784 40.728924725856054, -73.97570099348339 40.72856766698713, -73.97566782613222 40.728462532509354, -73.9758124489939 40.728519768125075, -73.97619632425244 40.72866197652669, -73.97690436371659 40.72895782478062, -73.97753843835038 40.7292262479172, -73.97802697950837 40.72943305960998, -73.97910803894653 40.72991055898064, -73.9799211004235 40.730262205208824, -73.98034007566318 40.730442460873945, -73.98166657031119 40.730998548083875, -73.98190911506111 40.7310951293167, -73.9824687621401 40.731314885235726, -73.9825562923175 40.73135013405194, -73.98306946971974 40.73065522657006, -73.98353592521359 40.73000772846318, -73.98399733850638 40.72936968508848, -73.98535374892138 40.72994598265978, -73.98553656118473 40.7300226903875, -73.98637451602663 40.730379658530296, -73.98680764170047 40.729776889886374, -73.9872497770919 40.729186161201184, -73.98767161543266 40.72859510477104, -73.9881190317451 40.72797674506404, -73.98979262212507 40.728693134293465, -73.9903502895265 40.72892525262472, -73.99049229519146 40.728733185304556, -73.99051627288212 40.72870075413127, -73.99077982678689 40.728346171796005, -73.99098232269296 40.72807034855814, -73.9910521962289 40.72796758815437, -73.9910850698175 40.72791977709856, -73.99123439559044 40.72772680526239, -73.99135288961891 40.72755739856275, -73.99138898337311 40.7274977011422, -73.99155207579066 40.72709433672387, -73.99156762927875 40.72703464661365, -73.99163853409176 40.72683325627751, -73.99179396219469 40.72639179485904, -73.99206108543514 40.72564461433434, -73.99221516612971 40.72523259566816, -73.99232767958783 40.72490609789464, -73.99257987396696 40.72420155492326, -73.99260322198438 40.724136449683414, -73.99267182446474 40.72416025442208, -73.9934576909809 40.724432895683314, -73.99417930485532 40.72469240681165, -73.99490827388995 40.72495122921943, -73.99532907937453 40.72508374023139, -73.9958457755858 40.72520835348178, -73.99677175711443 40.725431943502656, -73.99761019591818 40.72579713809988, -73.99836119306708 40.72616746776049, -73.99911824651605 40.726542312587235, -73.9999157921724 40.7269347129319, -74.0006323912446 40.72728661215823, -74.00139033470367 40.72766000159028, -74.00214891520805 40.72803536650201, -74.00242264678387 40.728175537960205, -74.00262399616723 40.728278642493635, -74.00272009727811 40.72832281552368, -74.00281726639142 40.72836312880152, -74.00278351015878 40.72843547029347, -74.00252603088524 40.72900791932437, -74.00220337253587 40.729653255795675, -74.0021565929282 40.72975679045361, -74.00168465480942 40.73058156228719, -74.00141242474726 40.73106525649149, -74.00095442254056 40.73170609830175, -74.00051066350596 40.73231522372586, -74.00006657703096 40.732929235644725, -73.99975771627588 40.73334132296099, -73.99955589172521 40.7336105959015, -73.99918595445679 40.73413858190814, -73.99871443827661 40.73478386092805, -73.998530216441 40.73503789283309, -73.99827418986168 40.73539113958076, -73.99780751008134 40.736035906572354, -73.99734132833476 40.73666788885816, -73.99683993926492 40.73736088889567, -73.99634236965909 40.738045231554025, -73.99587409525019 40.73868594616803, -73.99544725833123 40.739268384579944, -73.99501798608529 40.73986001125, -73.99459264910554 40.7404419809084, -73.99416078337217 40.7410288217909, -73.99397071754586 40.74129843923417, -73.99373353923593 40.74162220181935, -73.99328973329943 40.74223428104724, -73.9928034094901 40.74291001970077, -73.98957565789482 40.741548080401024, -73.98936685995056 40.74146174388575, -73.98912579799277 40.74135773427896, -73.98832033313317 40.7410158685587, -73.98798240033717 40.74087265440662, -73.98641663115025 40.74020708522639, -73.98636141735388 40.740184800545904, -73.98630170544276 40.74016000173874, -73.98474231002521 40.73951036066669, -73.98400485425245 40.73919678528105, -73.98314654850877 40.738831813396835, -73.9809053408061 40.73788616432382, -73.97854094647867 40.73688765936049, -73.97833820630669 40.736721470541895, -73.97799812835179 40.736574466800995, -73.97712441142457 40.736196798027585, -73.97636373339378 40.73586797780827, -73.9758909362782 40.735673198821395, -73.97522019195878 40.735413262789024, -73.97507361829558 40.735369628542905)))",6,25405.8407209,28354310.6409
